gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,3,0,1,0,2,0,0,2,0,0,0,0,3,34.25,753,1
0,0,0,0,9,0,1,0,2,0,2,2,2,2,0,0,3,58.5,4526,1
0,0,0,0,5,1,0,0,2,0,2,0,0,0,0,0,1,55.8,2638,0
0,0,1,1,56,1,0,1,0,0,0,0,2,2,1,0,0,88.9,4246,0
0,0,0,1,18,1,2,0,2,0,0,0,0,0,0,0,3,57.65,6560,0
1,1,0,0,49,1,2,1,0,0,0,0,2,2,0,1,2,96.2,4035,1
1,0,1,0,70,1,2,0,2,2,2,2,2,0,2,0,3,79.15,4637,0
0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,1,108.05,5966,0
0,1,0,0,6,1,0,1,0,0,2,0,0,0,0,0,2,74.4,3732,1
1,1,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.8,1053,0
1,0,1,0,29,0,1,0,0,0,0,0,2,2,0,1,2,45.9,644,0
0,0,1,0,6,1,2,1,0,2,2,0,2,2,0,1,2,105.3,4572,1
1,0,1,0,63,1,2,1,0,0,2,0,2,2,2,0,2,102.6,5130,0
1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,0,73.85,560,1
1,0,0,0,59,1,0,0,0,0,2,0,0,2,1,1,0,61.35,3190,0
0,0,0,0,3,1,0,0,0,0,2,0,2,0,0,0,2,57.55,1110,0
0,0,0,0,8,0,1,0,0,2,0,0,0,0,0,1,3,29.25,1941,0
0,1,1,0,7,1,2,1,0,0,0,0,0,2,0,1,2,84.55,5233,1
0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,19.6,859,0
0,0,1,1,68,1,2,1,2,0,2,2,2,2,2,0,1,111.75,5825,0
0,1,1,0,52,1,2,1,0,2,2,0,2,2,1,1,2,106.5,4699,0
1,0,1,1,72,1,2,1,2,2,0,2,2,2,2,1,1,107.7,6026,0
0,0,1,0,32,1,0,2,1,1,1,1,1,1,1,0,3,19.3,4905,0
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,20.05,823,0
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,69.95,5498,0
1,0,1,1,42,1,0,0,2,0,0,2,0,2,1,0,1,63.7,2444,0
0,0,0,0,25,1,2,2,1,1,1,1,1,1,2,0,1,24.75,5505,1
1,0,0,0,45,1,0,0,2,0,0,0,0,0,0,1,0,50.9,1981,0
0,0,1,1,43,0,1,0,2,0,2,2,2,2,1,1,1,60.4,2332,0
1,0,1,0,37,1,2,0,2,0,2,0,2,2,1,0,3,79.25,2562,0
0,1,0,0,20,1,2,1,0,0,0,0,0,2,0,1,1,85.8,1276,1
0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,2,24.45,6285,1
1,0,1,0,63,1,0,1,2,2,2,2,2,2,2,1,1,110.1,5365,0
1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,0,3,90.7,2052,0
1,0,1,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1202,0
1,0,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,105.7,2618,1
0,1,0,0,8,1,2,1,0,0,0,0,0,2,0,0,2,85.2,5518,0
1,0,0,1,71,1,2,2,1,1,1,1,1,1,2,0,3,24.35,1181,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.25,2081,1
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,25.1,1467,0
1,1,1,0,16,1,0,0,2,2,0,0,0,0,0,1,0,54.55,6155,0
1,0,1,0,66,1,2,1,2,2,2,2,0,0,2,0,3,96.6,5214,0
0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,1,2,76.5,6207,1
1,0,0,0,51,1,2,0,2,2,2,2,2,0,1,1,1,81.15,3562,0
0,0,0,1,8,0,1,0,2,0,0,0,0,2,0,1,2,38.5,2911,0
1,0,0,0,14,1,0,1,0,0,0,0,2,2,0,1,2,92.9,655,0
0,0,0,0,4,1,2,1,0,2,0,2,0,2,0,1,2,93.5,3171,1
0,0,0,0,70,1,2,0,2,2,2,0,2,2,2,0,3,84.7,4950,0
0,0,0,1,70,1,2,0,2,2,0,2,0,0,2,0,2,66.0,4176,0
0,1,1,0,54,1,2,1,0,2,0,0,2,2,1,1,1,101.5,4518,1
1,0,0,1,28,1,0,1,2,0,0,0,0,0,0,1,0,74.9,1735,1
1,0,0,0,24,1,0,2,1,1,1,1,1,1,2,0,3,20.75,4155,0
0,0,1,0,69,1,0,0,0,2,0,0,0,2,2,1,1,61.45,3567,0
1,0,1,1,42,1,0,0,2,2,0,0,0,0,0,0,3,54.5,1984,0
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.6,612,1
0,1,0,0,39,1,2,1,0,0,2,0,2,2,0,1,2,99.75,3492,0
1,0,1,1,45,1,2,1,0,2,2,2,2,2,2,1,0,109.75,4194,0
1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,1,0,80.85,4769,0
0,0,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.3,5783,0
1,0,1,0,72,1,2,0,2,2,2,2,0,0,2,1,0,67.8,4101,0
1,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,3,24.05,2079,1
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,19.8,804,0
1,0,1,0,55,1,2,2,1,1,1,1,1,1,2,0,0,25.7,866,0
0,0,1,1,51,0,1,0,0,0,2,2,2,2,1,1,2,56.15,2545,0
1,0,0,0,63,1,0,0,2,2,2,2,2,2,2,1,0,86.7,4482,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,1657,0
0,0,1,1,23,1,0,2,1,1,1,1,1,1,2,1,3,19.65,3880,0
0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,50.55,4273,1
0,0,0,0,2,1,2,0,0,0,0,2,0,0,0,1,3,54.35,358,0
0,1,0,0,52,1,2,1,2,2,2,0,2,2,0,0,1,108.1,4853,0
0,0,0,0,36,1,2,0,2,0,0,0,0,0,1,0,3,54.45,1514,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.35,3860,0
0,0,0,0,28,1,2,0,2,0,2,0,0,0,1,0,3,59.0,1180,0
0,0,1,1,7,1,0,0,2,2,2,0,2,0,1,0,2,69.45,4079,0
1,0,0,0,14,1,2,1,0,2,0,0,2,2,0,1,2,100.55,807,1
1,1,1,0,72,0,1,0,2,2,2,2,2,2,2,1,1,64.95,3918,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,20.5,1659,1
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,3,18.85,1144,0
1,0,0,0,42,1,0,2,1,1,1,1,1,1,1,0,0,19.8,6247,0
0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,25.05,1513,0
1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,0,74.8,2837,1
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.3,6085,0
0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,1,2,24.45,4115,1
1,0,0,0,63,1,0,1,2,2,2,2,2,2,2,0,1,109.2,5587,0
0,0,0,0,56,0,1,0,2,2,2,2,0,0,2,0,0,45.05,2261,0
0,0,0,1,5,1,0,0,0,0,0,2,0,0,0,1,3,51.0,2511,0
0,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,110.45,6047,0
1,1,1,1,68,1,2,1,0,2,2,0,0,0,0,1,2,84.65,4738,0
1,0,1,1,67,1,0,0,2,2,0,2,0,0,1,0,3,60.05,3453,0
1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,44.65,3224,0
1,0,1,1,52,1,2,1,0,2,0,2,0,2,0,1,0,93.25,3973,0
0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,1,3,20.25,3469,0
0,0,1,1,59,1,2,2,1,1,1,1,1,1,2,0,3,25.45,1006,0
0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,3,20.6,226,0
1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,1,2,94.1,5570,0
1,0,1,1,59,0,1,0,2,0,2,0,0,0,1,0,3,34.8,1631,0
1,0,0,0,46,0,1,0,2,0,2,2,2,2,2,1,0,60.75,2539,0
1,0,0,0,5,1,0,0,0,2,0,0,0,0,0,1,2,51.35,2311,0
1,1,1,0,59,0,1,0,2,0,2,2,2,2,2,1,1,64.05,3368,0
0,0,1,0,70,1,2,0,0,2,2,2,2,2,2,1,0,84.8,4896,0
0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,1,1,71.0,6395,1
0,0,0,0,44,1,2,0,0,0,0,0,0,0,0,1,3,50.15,1800,0
0,0,1,0,64,1,2,1,2,0,2,0,2,0,2,1,1,94.6,4918,0
0,0,1,1,58,0,1,0,2,0,2,2,2,2,2,0,3,59.75,3175,0
0,1,1,0,46,1,2,1,0,0,0,2,2,2,1,0,2,100.25,4069,0
1,1,1,0,58,1,2,1,0,2,0,0,2,2,0,1,2,98.9,4812,0
0,0,1,0,72,1,2,1,0,2,0,0,2,2,2,1,1,97.7,5462,0
0,1,0,0,30,0,1,0,0,0,2,0,2,0,0,1,2,40.3,365,1
1,1,0,0,11,1,2,0,2,2,0,0,0,0,0,0,0,60.25,5322,0
0,1,0,0,34,0,1,0,0,2,2,0,2,2,0,1,2,56.25,1334,0
1,0,0,0,54,0,1,0,2,2,0,0,0,2,2,0,0,46.2,2123,0
0,0,0,0,3,0,1,0,0,2,0,0,2,2,0,1,2,50.6,1029,1
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,24.9,1469,0
0,0,1,1,40,1,2,1,0,0,2,2,0,0,0,1,2,84.85,2913,1
0,0,1,1,2,1,0,0,0,0,0,0,2,2,0,0,3,65.7,660,1
1,0,1,1,54,1,2,0,0,0,2,0,0,2,2,0,1,63.35,2993,0
0,0,0,0,14,1,0,0,2,0,0,0,0,0,0,0,0,50.1,5605,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.5,5554,1
0,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,94.85,6495,1
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,50.15,4269,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1532,1
1,0,0,0,56,1,2,0,2,2,0,2,0,0,1,1,0,64.65,3206,0
0,0,1,0,68,1,0,0,2,2,0,2,2,2,2,1,0,79.6,4625,0
0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,1,3,19.5,2402,0
1,0,1,1,68,1,0,1,2,0,0,2,2,2,2,1,2,99.55,5337,0
1,1,1,0,55,1,2,1,0,0,0,0,0,0,0,1,2,74.0,3507,0
0,0,0,0,16,0,1,0,2,0,0,0,2,0,0,1,2,38.9,5329,0
1,1,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.55,5659,0
1,0,1,1,14,1,0,0,2,2,0,0,2,0,0,1,2,65.45,6456,1
1,1,1,0,58,1,2,1,0,0,2,0,2,2,0,1,2,98.7,4836,1
1,0,0,0,53,0,1,0,2,2,0,0,0,2,0,1,0,46.3,2242,0
1,0,1,0,70,1,2,1,2,2,2,0,2,0,2,1,1,99.35,5516,0
0,1,1,1,14,1,2,1,0,0,0,0,2,2,0,1,2,95.8,675,0
1,0,1,1,22,1,0,0,2,0,2,2,2,0,1,1,0,67.5,1023,1
0,0,1,0,10,1,2,1,2,0,0,0,0,0,0,1,1,78.15,5890,0
0,0,1,1,29,1,2,2,1,1,1,1,1,1,2,0,3,26.1,5507,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5491,1
1,0,1,0,49,1,2,0,2,0,2,2,2,2,1,0,2,84.35,3511,1
0,1,1,0,68,1,2,1,0,2,0,0,2,2,0,1,2,100.2,5454,1
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.05,5950,1
0,0,0,0,30,0,1,0,0,0,0,2,0,2,1,1,1,40.35,390,0
0,0,1,0,72,1,2,0,2,2,2,2,2,0,2,0,1,79.2,4538,0
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.9,2162,0
1,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,2,73.6,4399,1
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.75,5591,1
0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,49.9,4190,0
0,0,0,0,20,1,2,0,0,2,0,2,0,2,0,1,1,68.9,712,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,1654,0
0,0,0,0,29,1,2,1,0,0,0,0,0,0,0,1,1,76.0,1893,0
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.0,5756,0
1,0,0,0,3,1,0,1,2,0,0,2,0,0,0,1,3,82.3,1802,0
0,0,0,0,20,1,0,1,2,0,2,0,2,0,0,1,0,89.4,1487,0
1,0,0,1,64,1,0,1,0,2,0,2,2,2,0,1,1,99.15,5075,0
0,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,29.45,1110,0
1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,2,19.8,73,0
1,0,0,0,6,1,0,0,2,0,0,0,0,2,0,1,0,59.15,2959,0
1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,2,44.75,2934,0
1,0,1,1,72,1,2,1,0,0,2,0,0,2,2,1,1,90.8,5259,0
1,0,1,0,8,1,0,0,0,2,0,0,0,0,0,1,0,49.55,3405,0
0,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,1,106.7,5568,0
0,1,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,93.55,1944,1
0,0,1,0,72,1,2,1,2,2,0,0,0,2,2,1,1,94.45,5508,0
1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,1,0,19.45,4959,0
1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,25.05,4679,1
1,0,1,0,70,1,0,0,2,2,0,2,0,2,2,0,3,67.95,3987,0
0,0,0,0,22,1,0,0,0,2,2,0,2,0,1,0,0,65.25,860,0
0,0,0,0,59,1,2,1,2,2,2,0,0,2,0,1,0,99.45,4700,0
1,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,1,20.35,5519,0
0,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,3,19.95,102,0
1,0,1,0,53,1,2,0,2,0,2,2,2,0,1,0,0,77.4,3595,0
0,0,1,1,20,1,0,2,1,1,1,1,1,1,1,0,0,19.7,3417,0
1,0,1,0,63,1,0,1,2,0,2,0,2,2,2,0,1,99.7,5160,0
0,0,0,0,40,1,0,1,0,2,0,0,0,0,0,0,1,74.8,2612,0
1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,1,3,19.15,5185,0
1,0,1,1,26,1,0,1,0,0,0,0,0,2,1,0,0,78.95,1712,0
1,1,1,0,27,1,2,1,0,2,2,0,0,2,0,1,2,95.55,2212,1
1,0,0,1,53,1,0,0,2,2,0,2,0,0,1,0,1,62.85,3006,0
1,1,1,0,34,1,0,1,0,0,0,0,0,0,0,0,1,71.55,2119,0
0,1,1,0,19,1,2,1,0,0,0,0,2,2,0,1,2,94.95,1329,0
1,0,1,0,43,1,0,1,2,2,2,0,0,0,0,1,1,86.1,3121,0
1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.55,449,0
1,0,0,1,56,1,2,2,1,1,1,1,1,1,2,1,3,24.8,825,0
1,0,0,0,57,0,1,0,0,2,0,0,2,0,0,1,2,39.3,1786,1
1,0,1,1,34,1,0,1,0,0,2,0,2,0,0,1,3,84.05,2556,0
0,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,36.25,3260,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,1654,1
0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,2,23.9,2640,1
1,0,0,0,56,1,2,1,0,2,0,0,2,2,0,0,2,98.6,4665,0
0,0,1,0,55,1,2,1,0,2,2,0,2,2,0,1,1,103.65,4732,0
0,0,1,1,36,1,2,0,2,2,2,2,2,2,2,1,1,92.9,2975,0
1,0,1,0,47,1,0,2,1,1,1,1,1,1,1,0,0,19.9,6470,0
0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,1,1,20.1,1999,0
0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,85.45,6253,1
1,1,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.5,1758,0
0,0,0,0,63,1,2,1,0,2,0,0,2,2,1,0,0,99.9,5051,1
0,1,0,0,35,0,1,0,0,0,2,0,2,0,0,1,2,39.85,847,0
0,0,0,0,67,1,0,0,2,2,0,2,0,0,1,0,1,60.5,3354,0
1,0,0,0,25,1,2,1,0,0,0,0,0,2,0,1,2,84.8,1718,1
1,0,0,0,21,1,2,1,2,0,2,0,2,2,0,0,3,103.85,1892,0
0,0,0,0,13,1,0,0,2,2,0,2,0,2,0,0,0,67.8,6226,0
1,0,1,0,35,1,2,1,0,0,0,0,0,0,0,1,2,75.2,2275,1
1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.85,1542,0
0,0,0,0,29,1,0,2,1,1,1,1,1,1,0,0,1,19.35,4965,0
1,0,1,0,71,0,1,0,0,2,0,0,2,2,2,0,2,49.35,3092,1
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.0,4989,0
0,1,0,0,57,0,1,0,0,2,2,0,2,2,0,1,2,55.0,2734,0
1,0,1,0,65,1,2,0,2,0,2,2,0,2,2,0,0,76.15,4222,0
1,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,20.3,4919,0
1,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,2,74.9,4014,1
0,1,0,0,72,1,2,1,2,2,2,2,2,2,2,1,1,117.35,6231,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.75,1532,0
1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,45.2,4214,0
1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.2,6549,0
0,1,0,0,59,1,2,1,2,2,2,0,0,0,0,1,2,89.75,4597,0
1,0,0,0,26,1,0,0,2,0,0,2,2,2,1,0,0,75.0,1550,0
1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,3,49.95,177,0
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,0,0,65.7,3934,0
1,0,1,0,65,1,2,0,2,2,2,0,0,0,1,0,1,67.05,3712,0
1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,0,1,110.9,6029,0
1,0,0,0,6,1,2,1,0,0,0,2,0,2,0,1,0,87.95,4415,0
1,1,0,0,32,1,0,2,1,1,1,1,1,1,1,0,1,19.8,4867,0
0,0,1,0,50,1,2,0,0,0,2,0,2,2,1,0,0,75.7,3359,0
1,0,1,0,61,0,1,0,2,0,2,2,2,2,2,1,3,62.15,3288,0
0,0,0,0,15,1,0,1,0,2,2,0,2,2,0,1,2,101.25,885,1
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,0,115.15,6201,0
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,3,18.95,1458,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5,1527,0
0,0,0,0,12,1,2,1,0,0,0,0,0,2,0,1,2,86.55,170,0
0,0,0,0,37,0,1,0,0,0,0,2,0,0,0,0,1,28.6,6536,1
1,0,1,1,61,1,0,2,1,1,1,1,1,1,1,0,3,20.4,458,0
1,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,0,19.8,3007,0
1,0,0,1,21,1,0,0,0,0,0,0,0,0,0,0,3,45.65,6548,0
1,0,1,1,68,0,1,0,2,2,2,2,0,2,2,1,3,56.4,3415,0
1,1,0,0,12,1,2,1,0,0,0,0,0,0,0,1,1,73.3,6166,0
0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,24.35,3536,1
0,0,1,0,62,1,2,1,0,0,2,0,2,2,0,1,2,101.35,5070,0
0,1,0,0,29,1,2,1,0,0,0,2,2,2,0,0,2,98.65,2514,1
1,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,3,33.6,2905,0
1,1,1,0,5,1,2,1,0,0,2,0,0,0,0,1,0,79.9,3014,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.7,1663,0
1,0,0,1,62,1,2,1,0,0,2,2,2,2,2,1,2,104.05,5304,0
0,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,0,20.25,5654,0
0,1,0,0,28,1,2,1,0,0,2,2,2,2,0,1,2,103.3,2538,1
0,0,1,1,69,1,2,0,2,2,0,2,2,0,1,0,1,73.7,4169,0
0,0,1,0,11,1,2,1,2,0,0,2,2,0,0,1,1,96.2,452,1
0,0,1,0,63,1,2,1,0,2,2,2,2,2,0,1,2,108.75,5463,0
1,0,0,0,23,1,0,2,1,1,1,1,1,1,1,0,0,20.15,3505,0
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,1,19.75,1749,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,25.95,1393,0
0,1,0,0,45,1,2,0,2,0,0,2,0,2,0,1,2,70.05,2704,0
0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,24.05,1333,0
0,0,0,1,22,1,2,1,0,0,0,0,0,2,0,1,2,84.75,1414,0
0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,23.05,510,0
1,0,1,0,55,1,2,1,0,0,2,2,2,2,1,1,2,104.15,4785,1
0,0,0,0,65,0,1,0,2,0,2,2,2,2,2,0,1,59.95,3400,0
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,19.55,900,0
1,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,19.6,1512,0
0,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.05,6511,0
1,1,0,0,5,1,0,1,0,2,0,0,0,2,0,1,2,85.55,3526,0
0,0,1,1,24,1,2,0,2,0,2,0,2,2,2,0,1,78.6,1450,0
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,116.8,6236,0
1,0,0,0,21,0,1,0,2,0,0,2,2,0,0,1,3,43.55,69,0
1,0,1,0,69,0,1,0,0,2,2,2,2,2,1,1,1,60.8,3674,0
1,0,1,1,44,1,0,0,0,2,0,2,0,0,0,1,0,54.9,2245,0
0,1,1,1,61,1,2,0,0,0,2,0,2,0,1,1,2,65.2,3432,0
1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,102.95,2185,1
0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.6,6368,1
0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,50.8,2531,1
1,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,90.05,3214,1
1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,108.2,5972,0
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,5326,0
1,1,1,0,14,1,2,1,0,0,0,0,0,0,0,1,2,75.1,74,0
1,0,0,0,7,1,2,2,1,1,1,1,1,1,0,1,0,25.05,984,0
0,0,0,0,48,1,0,1,0,2,0,0,0,0,1,0,2,75.15,3282,0
1,0,1,1,55,1,0,2,1,1,1,1,1,1,1,0,3,19.5,100,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.3,1524,0
1,0,0,0,45,1,0,1,2,2,2,2,2,2,1,0,1,112.2,4305,0
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,70.3,1867,0
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,3,19.6,810,0
1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1072,0
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.85,2259,1
1,0,1,1,69,1,0,0,2,2,0,2,2,2,2,0,0,80.65,4643,0
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,68.5,5422,1
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,6233,0
1,0,0,0,11,1,0,1,2,0,0,0,0,0,0,1,2,73.5,6025,1
1,0,0,0,71,1,2,0,2,2,2,2,0,2,2,0,0,80.6,4753,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.95,5498,1
0,0,1,0,33,0,1,0,2,0,2,2,2,2,2,0,0,59.55,1688,0
0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,3,19.05,2878,0
0,1,1,0,56,1,2,1,2,2,2,2,0,0,1,0,2,95.65,4587,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.95,1536,0
1,0,0,0,5,1,0,0,0,0,2,0,2,2,0,1,2,70.05,3036,1
1,0,1,1,57,1,0,2,1,1,1,1,1,1,1,0,3,19.4,165,0
1,0,1,1,56,0,1,0,0,2,2,0,0,0,1,1,1,36.1,1619,0
1,0,0,0,8,1,2,1,0,2,2,0,2,0,0,1,2,94.0,5928,1
0,0,1,1,22,1,0,0,2,2,2,0,0,0,0,0,3,61.15,817,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1532,0
0,0,0,1,40,1,0,0,2,0,0,2,2,0,0,1,1,64.1,2156,0
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.75,6273,0
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.7,551,0
1,0,1,1,68,1,2,1,2,2,2,0,2,2,2,1,2,110.2,5798,0
1,0,1,1,69,1,0,1,2,2,0,2,2,2,2,1,1,106.35,5691,0
0,0,1,0,56,1,2,1,0,2,2,2,0,0,0,0,2,90.55,4350,0
0,0,1,1,10,1,0,0,0,2,2,0,0,2,1,1,3,65.9,5310,0
1,0,0,0,63,1,2,1,2,2,2,2,2,0,1,0,1,104.5,5305,0
0,0,1,1,24,0,1,0,2,2,2,2,0,2,2,1,3,52.5,422,0
0,0,0,0,19,1,2,0,0,0,2,0,0,0,0,1,3,56.1,114,0
1,0,1,1,22,1,2,1,0,0,2,0,2,0,0,1,2,88.75,1502,0
1,0,1,0,29,1,2,1,2,2,0,0,0,0,0,1,2,84.45,2160,1
1,0,1,0,13,1,2,0,0,0,2,0,2,2,1,1,3,75.3,6551,1
0,0,1,0,70,1,2,2,1,1,1,1,1,1,2,1,0,26.0,1675,0
0,0,1,0,49,1,0,1,0,2,2,0,2,2,0,0,2,99.4,4297,0
0,1,1,0,43,1,2,1,2,0,2,2,2,2,1,1,3,109.55,4124,1
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,4888,1
1,0,1,1,42,1,0,0,0,0,2,2,2,2,1,0,2,73.15,2721,0
1,0,0,0,57,1,0,0,0,2,0,2,0,0,1,1,3,54.65,2769,0
1,1,0,0,2,1,0,0,2,0,2,0,2,0,0,0,0,66.4,6466,1
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,115.55,6186,0
0,1,0,0,46,1,2,1,0,2,2,0,2,2,0,1,2,104.45,4150,0
1,1,1,0,66,1,2,1,0,0,0,2,2,2,0,1,1,100.05,5464,1
1,0,0,0,62,1,2,1,2,2,0,2,0,2,1,0,2,102.0,5265,1
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,91.15,5327,0
1,0,1,1,35,1,0,1,0,2,0,2,2,0,1,1,2,89.7,2791,0
